Version Number,File Name,LOC_Touched,NumberRevisions,NumberBugFix,LOC_Added,MAX_LOC_Added,Chg_Set_Size,Max_Chg_Set,AVG_Chg_Set,Avg_LOC_Added,Bugginess
4.2.1,BOOKKEEPER/stream/bk-grpc-name-resolver/src/test/java/org/apache/bookkeeper/grpc/resolver/BKRegistrationNameResolverTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/bk-grpc-name-resolver/src/test/java/org/apache/bookkeeper/grpc/resolver/GrpcChannelsTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/SimpleClientBase.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/SimpleStorageClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/StorageClientBuilder.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/StorageClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/admin/SimpleStorageAdminClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/admin/StorageAdminClient.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/admin/StorageAdminClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/admin/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/main/java/org/apache/bookkeeper/clients/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/test/java/org/apache/bookkeeper/clients/StorageClientImplTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/test/java/org/apache/bookkeeper/clients/TestStorageClientBuilder.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/all/src/test/java/org/apache/bookkeeper/clients/admin/TestStorageAdminClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/config/StorageClientSettings.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/config/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/ClientException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/InternalServerException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/InvalidNamespaceNameException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/InvalidStreamNameException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/NamespaceExistsException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/NamespaceNotFoundException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/StorageContainerException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/StreamExistsException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/StreamNotFoundException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/exceptions/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/channel/StorageServerChannel.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/channel/StorageServerChannelManager.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/channel/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerChannel.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerChannelFactory.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerChannelManager.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerClientInterceptor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerInfo.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerManager.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/LocationClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/MetaRangeClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/ProtocolInternalUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/RootRangeClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/RootRangeClientImplWithRetries.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/StorageServerClientManagerImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/StreamMetadataCache.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/HashStreamRanges.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/LocationClient.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/MetaRangeClient.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/RootRangeClient.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/StorageServerClientManager.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/StreamRanges.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/mr/MetaRangeRequestProcessor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/mr/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/routing/RangeRouter.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/routing/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/resolver/EndpointResolver.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/resolver/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/ClientConstants.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/ClientResources.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/GrpcChannels.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/GrpcUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/ListenableFutureRpcProcessor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/NetUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/RetryUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/RpcUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/config/TestStorageClientSettings.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/grpc/GrpcClientTestBase.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/channel/TestStorageServerChannel.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/channel/TestStorageServerChannelManager.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/container/TestStorageContainerChannel.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/container/TestStorageContainerChannelManager.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/container/TestStorageContainerInfo.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/container/TestStorageContainerManager.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/RootRangeClientImplTestBase.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/RootRangeClientImplWithRetriesTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestLocationClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestMetaRangeClientImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestProtocolInternalUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestRootRangeClientCreateNamespaceRpc.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestRootRangeClientCreateStreamRpc.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestRootRangeClientDeleteNamespaceRpc.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestRootRangeClientDeleteStreamRpc.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestRootRangeClientGetNamespaceRpc.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestRootRangeClientGetStreamByIdRpc.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestRootRangeClientGetStreamRpc.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestStorageServerClientManagerImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/TestStreamMetadataCache.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/api/TestHashStreamRanges.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/impl/internal/api/TestStreamRanges.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/utils/GrpcChannelsTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/utils/ListenableFutureRpcProcessorTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/utils/RpcUtilsTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/base/src/test/java/org/apache/bookkeeper/clients/utils/TestNetUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/ByteBufTableImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/DeleteRequestProcessor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/IncrementRequestProcessor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/KvUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/PByteBufSimpleTableImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/PByteBufTableImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/PByteBufTableRangeImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/PutRequestProcessor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/RangeRequestProcessor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/TableRangeFactory.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/TxnRequestProcessor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/interceptors/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/ByteBufTableImplTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/DeleteRequestProcessorTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/IncrementRequestProcessorTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/PutRequestProcessorTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/RangeRequestProcessorTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/TestKvUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/TestPByteBufTableImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/TxnRequestProcessorTest.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/coder/ByteArrayCoder.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/coder/Coder.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/coder/StringUtf8Coder.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/coder/VarIntCoder.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/coder/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/exceptions/ObjectClosedException.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/exceptions/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/netty/IdentityBinaryMarshaller.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/netty/IdentityInputStreamMarshaller.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/netty/LongBinaryMarshaller.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/netty/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/ChannelFinder.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/ProxyCall.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/ProxyHandlerRegistry.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/ProxyServerCallHandler.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/ClientStats.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringClientCall.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringClientCallListener.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringClientInterceptor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringServerCall.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringServerCallListener.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringServerInterceptor.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/ServerStats.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/hash/Murmur3.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/hash/MurmurHash.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/hash/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/kv/KV.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/kv/KVImpl.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/kv/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/resolver/AbstractNameResolver.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/resolver/NameResolverFactoryProvider.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/resolver/NameResolverProviderFactory.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/resolver/ServiceNameResolverProvider.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/resolver/StaticNameResolver.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/resolver/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/router/AbstractHashRouter.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/router/ByteBufHashRouter.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/router/BytesHashRouter.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/router/HashRouter.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/router/IntHashRouter.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/router/Router.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/router/StringUtf8HashRouter.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/router/package-info.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/util/AbstractAutoAsyncCloseable.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/util/AsyncCloseable.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/util/AutoAsyncCloseable.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/util/Bytes.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/util/CompletableRunnable.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/util/ExceptionUtils.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/util/ExceptionalFunction.java,0,0,0,0,0,0,0,0,0,No
4.2.1,BOOKKEEPER/stream/common/src/main/java/org/apache/bookkeeper/common/util/IRevisioned.java,0,0,0,0,0,0,0,0,0,No
